FbID,CG number,NAME,SYMBOL,HippoRNAi_EggL_Day_1_Egg_Count,HippoRNAi_EggL_Day_1_Egg_Zscore,HippoRNAi_EggL_Day_2_Egg_Count,HippoRNAi_EggL_Day_2_Egg_Zscore,HippoRNAi_EggL_Day_3_Egg_Count,HippoRNAi_EggL_Day_3_Egg_Zscore,HippoRNAi_EggL_Day_4_Egg_Count,HippoRNAi_EggL_Day_4_Egg_Zscore,HippoRNAi_EggL_Day_5_Egg_Count,HippoRNAi_EggL_Day_5_Egg_Zscore,HippoRNAi_EggL_All_Days_Egg_Sum_Count,HippoRNAi_EggL_All_Days_Egg_Sum_Zscore,EggL_Day_1_Egg_Count,EggL_Day_1_Egg_Zscore,EggL_Day_2_Egg_Count,EggL_Day_2_Egg_Zscore,EggL_Day_3_Egg_Count,EggL_Day_3_Egg_Zscore,EggL_Day_4_Egg_Count,EggL_Day_4_Egg_Zscore,EggL_Day_5_Egg_Count,EggL_Day_5_Egg_Zscore,EggL_All_Days_Egg_Sum_Count,EggL_All_Days_Egg_Sum_Zscore,HippoRNAi_Ova_OvarioleNb_Fly_1.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_1.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.2_Count,HippoRNAi_Ova_OvarioleNb_Mean_Count,HippoRNAi_Ova_OvarioleNb_Std_Count,HippoRNAi_Ova_OvarioleNb_Mean_Zscore,PIN_betweenness_centrality,PIN_closeness_centrality,PIN_eigenvector_centrality,PIN_degree_centrality,HippoRNAi_Ova_Module,HippoRNAi_EggL_Module,EggL_Module,Core_Module,Meta_Module,HpoOva_Connector,HpoEggL_Connector,EggL_Connector,Core_Connector,FGF_pathway,VEGF_pathway,Toll_pathway,JNK_pathway,EGF_pathway,mTOR_pathway,FOXO_pathway,SHH_pathway,Hippo_pathway,JAK/STAT_pathway,Wnt_pathway,Notch_pathway,TGF B_pathway,MAPK_pathway
FBgn0004837,CG3497,Suppressor of Hairless,Su(H),79.0,5.1713,34.0,-3.3769,14.0,-0.2421,11.0,-4.7894,15.0,-2.475,153.0,-1.7648,48.0,-1.1711,22.0,-3.0638,27.0,0.3607,9.0,-1.2444,19.0,0.8421,125.0,-1.724,25.0,22.0,14.0,18.0,21.0,25.0,26.0,23.0,23.0,20.0,23.0,22.0,23.0,21.0,24.0,24.0,25.0,24.0,23.0,22.0,22.4,2.7414940221864814,2.143,0.0011101783472193157,0.329413640134545,0.001341672509215166,0.00517354905465149,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0004856,CG8264,Bx42,Bx42,0.0,-4.3294,0.0,-3.7259,0.0,-2.7062,0.0,-2.0176,0.0,-0.9066,0.0,-6.7197,0.0,-1.5952,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,0.0,-5.6078,13.0,15.0,12.0,21.0,12.0,18.0,13.0,11.0,15.0,12.0,12.0,14.0,17.0,14.0,10.0,17.0,14.0,14.0,13.0,10.0,13.85,2.758241239783443,-4.3487,0.0002067769549898765,0.3119355829240465,0.0007630340698394648,0.0032922584893236764,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0004858,CG4220,elbow B,elB,84.0,0.7445,5.0,-1.1471,3.0,-1.5162,40.0,2.287,27.0,-0.5687,159.0,-1.1808,134.0,3.5796,55.0,0.1768,34.0,1.5084,47.0,2.569,45.0,7.282,315.0,3.809,24.0,23.0,22.0,22.0,26.0,21.0,23.0,21.0,27.0,23.0,23.0,22.0,25.0,21.0,24.0,21.0,26.0,25.0,27.0,23.0,23.45,1.9861361590045288,2.4395,0.0006352668141884697,0.3388756564011008,0.0013022336306074689,0.0032922584893236764,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0004859,CG2125,cubitus interruptus,ci,69.0,-0.5246,44.0,-0.1018,34.0,0.0505,6.0,-0.7504,30.0,-0.325,183.0,-0.5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007541373914625595,0.3648149814889787,0.005619783083763458,0.015614711692220862,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0004864,CG1594,hopscotch,hop,60.0,-1.3975,72.0,1.3742,12.0,-1.9846,18.0,-0.5044,16.0,-0.2024,178.0,-1.5373,126.0,2.5441,46.0,-0.2254,8.0,-1.8376,17.0,-0.3731,25.0,0.4186,222.0,0.8028,21.0,22.0,19.0,18.0,18.0,19.0,18.0,15.0,18.0,21.0,20.0,17.0,18.0,20.0,18.0,19.0,19.0,18.0,19.0,19.0,18.8,1.5423836644690752,-0.8485,0.0001159965941773135,0.3163327313846759,0.0026171360055258193,0.0028219358479917227,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0004889,CG6235,twins,tws,83.0,0.6599,96.0,1.2918,38.0,0.2527,22.0,0.679,36.0,0.1625,275.0,1.8362,136.0,2.9924,78.0,2.6599,28.0,-0.1671,46.0,3.2332,32.0,1.5907,320.0,3.2806,22.0,19.0,20.0,18.0,21.0,18.0,22.0,20.0,24.0,19.0,17.0,17.0,21.0,16.0,25.0,21.0,19.0,23.0,26.0,24.0,20.6,2.81724015754127,0.6427,0.0011961644175327935,0.3370778501063555,0.00205661494506418,0.005832000752516226,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0
FBgn0004907,CG17870,14-3-3zeta,14-3-3zeta,60.0,-2.5487,2.0,-8.8583,80.0,5.7035,16.0,-1.4432,26.0,1.3427,184.0,-0.3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024259628320961023,0.35272443080154714,0.012567430020026207,0.008183613959175995,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0004956,CG5993,unpaired 1,upd1,50.0,-0.0354,106.0,2.4546,34.0,0.7582,29.0,3.293,4.0,-1.7991,223.0,1.591,152.0,1.5538,48.0,-1.1166,75.0,4.777,49.0,2.0684,33.0,-0.193,357.0,2.8216,23.0,25.0,19.0,19.0,21.0,18.0,21.0,22.0,22.0,23.0,22.0,24.0,23.0,20.0,20.0,19.0,24.0,22.0,22.0,24.0,21.65,1.980829172474576,1.4228,3.9131238997079944e-06,0.2646318228078047,0.00010609587061741442,0.00028219358479917217,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0004957,CG6205,porcupine,por,56.0,-2.9771,2.0,-8.8583,101.0,7.972,4.0,-3.9901,2.0,-1.641,165.0,-1.1607,90.0,0.2693,77.0,0.544,39.0,-0.1718,34.0,1.0756,52.0,1.6409,292.0,1.2868,23.0,22.0,22.0,20.0,22.0,22.0,23.0,20.0,21.0,24.0,22.0,21.0,21.0,22.0,22.0,22.0,21.0,22.0,23.0,22.0,21.85,0.9880869341680842,0.6768,0.00030008886871859533,0.2950173681806904,0.000318849797908132,0.0015050324522622519,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0005198,CG6975,gigas,gig,77.0,0.848,43.0,0.4466,5.0,-1.0288,30.0,0.5357,10.0,-1.3314,165.0,-0.6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037611833667440695,0.360574542061053,0.048988385253035005,0.018718841125011758,False,False,False,True,,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0005355,CG6054,Suppressor of fused,Su(fu),172.0,4.5777,86.0,2.2584,36.0,-0.1123,19.0,-0.2396,22.0,-0.5405,335.0,6.7451,144.0,2.4163,60.0,1.43,38.0,6.5727,19.0,0.8627,28.0,-0.0671,289.0,4.6296,21.0,22.0,22.0,24.0,21.0,20.0,20.0,19.0,22.0,19.0,20.0,21.0,23.0,29.0,22.0,20.0,23.0,22.0,22.0,21.0,21.65,2.1830688201896455,1.5982,0.0003874170655546258,0.3010809263174863,0.0004231494615994268,0.0017872260370614239,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0005590,CG31695,screw,scw,108.0,2.5915,74.0,6.9288,33.0,0.6265,21.0,-0.382,27.0,1.467,263.0,3.1481,69.0,-0.1657,71.0,0.2004,38.0,-0.3093,26.0,0.5461,1.0,-3.2818,205.0,-0.7674,16.0,20.0,20.0,23.0,21.0,18.0,21.0,22.0,22.0,20.0,20.0,21.0,22.0,20.0,22.0,23.0,16.0,17.0,23.0,19.0,20.3,2.178845662513211,0.6054,2.8937979232197563e-06,0.2765091739153697,0.00012330557030077046,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0005672,CG10334,spitz,spi,86.0,1.1622,62.0,0.4997,25.0,-1.4223,17.0,-0.6137,14.0,-0.9339,204.0,0.0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002518524021150385,0.3430865242934052,0.0031919545392981377,0.00761922678957765,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0010014,CG4209,Calcineurin B,CanB,97.0,0.4105,60.0,0.5242,37.0,-0.4811,29.0,0.4203,24.0,0.1496,247.0,0.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.055104840934828e-05,0.2938174758288398,0.0002680769044841793,0.0008465807543975168,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0010015,CG1455,Calcineurin A1,CanA1,99.0,0.5082,72.0,1.3742,20.0,-1.5035,28.0,0.3363,23.0,0.1056,242.0,0.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004114410925107585,0.33488382060097993,0.0035683311743977234,0.004421032828520365,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0010109,CG8704,deadpan,dpn,2.0,-6.1932,24.0,-0.6379,8.0,-1.2635,10.0,-0.3931,72.0,3.0873,116.0,-2.2992,86.0,0.928,41.0,-1.198,28.0,0.5247,4.0,-1.7461,14.0,-0.3963,173.0,-0.3262,21.0,22.0,22.0,24.0,21.0,19.0,20.0,25.0,19.0,20.0,21.0,21.0,21.0,22.0,22.0,23.0,21.0,20.0,23.0,23.0,21.5,1.5727950313140988,1.0607,0.00029216782565572654,0.3269121262693445,0.001306592800386949,0.0027278713197253315,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0010194,CG6407,Wnt oncogene analog 5,Wnt5,73.0,-0.1861,72.0,0.6486,6.0,-1.3646,11.0,-0.3037,46.0,0.9749,208.0,0.0936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00018979794759945288,0.3272366954121145,0.0010625245271461145,0.0012228388674630794,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0010213,CG8905,Superoxide dismutase 2 (Mn),Sod2,81.0,0.4907,108.0,1.6134,60.0,1.3646,25.0,0.947,35.0,0.0812,309.0,2.7205,184.0,4.4998,71.0,0.62,62.0,2.2519,23.0,-0.0755,52.0,1.6123,392.0,4.0268,24.0,24.0,22.0,19.0,18.0,23.0,21.0,23.0,19.0,22.0,19.0,21.0,22.0,21.0,21.0,19.0,22.0,19.0,18.0,22.0,20.95,1.9049796241485237,0.6718,4.314129717196045e-06,0.2862577264168235,0.0005021359068851961,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0010269,CG15793,Downstream of raf1,Dsor1,14.0,-1.2563,78.0,1.0189,88.0,1.6254,14.0,-0.7978,12.0,-1.1327,206.0,0.1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010792716412250884,0.34384709949233433,0.018246786758269275,0.007713291317844041,False,False,False,False,,False,False,False,False,1,1,0,0,1,0,1,0,0,0,0,0,0,1
FBgn0010303,CG4353,hemipterous,hep,116.0,1.3389,77.0,1.7284,40.0,-0.3007,9.0,-1.261,36.0,0.6778,278.0,1.3742,100.0,1.3785,48.0,-0.0451,20.0,-0.8353,10.0,-1.2435,37.0,2.4279,215.0,0.6258,25.0,26.0,25.0,26.0,24.0,23.0,20.0,23.0,22.0,20.0,26.0,21.0,24.0,26.0,24.0,22.0,20.0,23.0,23.0,25.0,23.4,2.062190965683675,1.4837,5.178187389182765e-05,0.3022110581612568,0.0006295521491743405,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FBgn0010315,CG9096,Cyclin D,CycD,16.0,-1.2386,18.0,-1.9537,0.0,-1.5853,1.0,-2.937,20.0,-0.0857,55.0,-3.0983,80.0,0.0622,46.0,-1.2311,47.0,0.9279,3.0,-0.9763,37.0,0.193,213.0,-0.5785,19.0,19.0,21.0,19.0,22.0,17.0,18.0,18.0,18.0,19.0,18.0,19.0,22.0,20.0,17.0,18.0,19.0,18.0,18.0,18.0,18.85,1.4244112357114613,-0.885,0.00010000129350299824,0.3224249795129574,0.0014681875582599712,0.002633806791458941,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,1,1,0,0,0
FBgn0010333,CG2248,Rac1,Rac1,77.0,-0.5668,62.0,0.6658,4.0,-2.4657,5.0,-1.5973,6.0,-0.6425,154.0,-2.236,184.0,1.7877,43.0,0.0598,14.0,-1.0411,33.0,0.3871,34.0,2.4453,308.0,2.5802,21.0,18.0,20.0,19.0,21.0,22.0,23.0,20.0,17.0,16.0,20.0,20.0,17.0,18.0,19.0,20.0,19.0,21.0,17.0,25.0,19.65,2.207046132634963,-0.2475,0.0005971172588779995,0.3183857859096164,0.000979002358827244,0.004421032828520365,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FBgn0010341,CG12530,Cdc42,Cdc42,0.0,-1.8048,0.0,-2.8554,0.0,-1.5853,0.0,-3.1595,0.0,-2.2274,0.0,-4.6335,0.0,-1.5952,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,0.0,-5.6078,20.0,18.0,21.0,21.0,21.0,22.0,20.0,20.0,21.0,22.0,20.0,20.0,21.0,20.0,21.0,21.0,21.0,19.0,20.0,21.0,20.5,0.9459053029269173,-0.026,0.00022709908394195357,0.3077757136136993,0.0006336263523945737,0.00253974226319255,False,False,True,False,I,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0010379,CG4006,Akt1,Akt1,0.0,-6.3624,0.0,-1.2811,0.0,-1.6678,0.0,-1.2864,0.0,-2.7623,0.0,-5.3162,0.0,-5.5728,0.0,-2.9882,0.0,-3.6144,0.0,-1.8116,0.0,-2.0329,0.0,-7.2322,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45883146774112354,-13.435,0.004929801572531805,0.3699461918564666,0.027300348320812,0.01646129244661838,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,1,1,0,0,1,0,0,0,0
FBgn0010382,CG3938,Cyclin E,CycE,44.0,-4.2621,42.0,-0.0877,30.0,0.3025,11.0,-2.5044,10.0,-0.6465,137.0,-2.3918,134.0,1.1809,91.0,1.3456,42.0,0.2406,25.0,0.4799,35.0,0.0,327.0,2.1133,21.0,21.0,20.0,22.0,20.0,21.0,18.0,21.0,20.0,21.0,23.0,20.0,22.0,21.0,18.0,23.0,20.0,18.0,19.0,21.0,20.5,1.4689774459950382,-0.026,0.0014814537142549698,0.3537180873911014,0.003656775566621657,0.00517354905465149,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FBgn0010389,CG7223,heartless,htl,85.0,-0.1759,66.0,0.9492,49.0,0.2406,21.0,-0.2522,19.0,-0.0704,240.0,0.2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010251462350864191,0.3114014151115401,0.0009160100973406381,0.0015990969805286426,False,False,False,False,,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0010433,CG7508,atonal,ato,91.0,0.1173,86.0,2.3659,35.0,-0.6014,26.0,0.1681,20.0,-0.0264,258.0,0.7919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3470508119167735e-05,0.2836022030069336,0.0001613070310417681,0.0009406452826639074,False,False,False,False,,False,False,False,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0
FBgn0010441,CG5974,pelle,pll,27.0,-4.078,56.0,0.2198,11.0,-1.1119,11.0,-0.3037,37.0,0.2437,142.0,-1.6229,102.0,0.0109,64.0,0.2643,17.0,-2.0059,1.0,-1.7362,3.0,-1.8226,187.0,-1.8612,19.0,26.0,18.0,23.0,19.0,22.0,22.0,19.0,21.0,18.0,21.0,19.0,16.0,20.0,21.0,20.0,21.0,22.0,16.0,20.0,20.15,2.345768867332707,0.1061,0.0001740278449257499,0.30368160806852273,0.000989574004524361,0.0016931615087950331,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0010453,CG4698,Wnt oncogene analog 4,Wnt4,1.0,-4.2806,5.0,-3.3717,85.0,2.4055,2.0,-1.8495,17.0,-0.1584,110.0,-3.5171,120.0,0.2581,74.0,1.0905,21.0,-0.673,56.0,2.5072,18.0,0.1164,289.0,1.9501,22.0,21.0,18.0,18.0,22.0,23.0,24.0,23.0,20.0,20.0,21.0,22.0,22.0,24.0,20.0,20.0,18.0,22.0,20.0,19.0,20.95,1.8771478925557026,0.6718,5.349857123297472e-05,0.3016319938750211,0.0007087084197415918,0.0008465807543975168,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0010504,CG11546,kermit,kermit,170.0,9.231,30.0,-2.7189,69.0,4.5153,31.0,1.7404,31.0,1.9643,331.0,6.1378,202.0,5.9512,51.0,0.2254,45.0,1.2529,28.0,0.9948,25.0,0.4186,351.0,4.0644,20.0,23.0,21.0,23.0,21.0,22.0,21.0,19.0,18.0,20.0,20.0,20.0,21.0,22.0,22.0,19.0,22.0,24.0,20.0,22.0,21.0,1.5217718205053645,0.2343,0.0008943881449007573,0.3152925364650204,0.0019039114884835894,0.003950710187188411,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0010583,CG3727,dreadlocks,dock,76.0,0.0677,59.0,0.3002,13.0,-1.0108,20.0,0.5003,29.0,-0.4062,197.0,-0.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041742128674779983,0.3223658515137803,0.002122960290482595,0.003668516602389239,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0010825,CG6964,Grunge,Gug,0.0,-6.3624,0.0,-1.2811,0.0,-1.6678,0.0,-1.2864,0.0,-2.7623,0.0,-5.3162,0.0,-5.5728,0.0,-2.9882,0.0,-3.6144,0.0,-1.8116,0.0,-2.0329,0.0,-7.2322,14.0,15.0,13.0,12.0,10.0,12.0,16.0,15.0,15.0,16.0,11.0,12.0,14.0,13.0,16.0,15.0,11.0,12.0,17.0,14.0,13.65,1.9808291724745763,-4.4901,0.00031595505063578564,0.344757491250543,0.0023003786667272225,0.0019753550935942056,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0010909,CG16973,misshapen,msn,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,8.0,7.0,8.0,7.0,9.0,7.0,11.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,7.0,11.0,8.0,11.0,12.0,8.0,8.5,1.5727950313140984,-6.8695,0.0016184425718368445,0.3501482613979105,0.0065249355474931115,0.0068667105634465245,True,True,True,True,IV,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0011202,CG1768,diaphanous,dia,114.0,-0.43,55.0,-1.2756,30.0,-1.6414,21.0,-1.6288,42.0,1.847,262.0,-0.9667,131.0,2.7682,53.0,0.4058,29.0,-0.0835,35.0,1.8653,20.0,-0.4186,268.0,1.9658,17.0,17.0,19.0,18.0,17.0,19.0,16.0,20.0,17.0,20.0,20.0,20.0,22.0,19.0,21.0,20.0,19.0,18.0,20.0,17.0,18.8,1.609184167275618,-0.3027,0.00035192177163369845,0.3452653505901487,0.00195184830437627,0.0020694196218605963,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0011236,CG5575,ken and barbie,ken,38.0,-2.4726,41.0,-0.8217,23.0,-1.323,15.0,-0.7566,15.0,-0.2465,132.0,-2.8765,142.0,0.7839,78.0,1.2235,36.0,0.1157,19.0,-0.9033,41.0,3.4642,316.0,2.8455,21.0,19.0,21.0,19.0,19.0,22.0,20.0,17.0,18.0,19.0,22.0,18.0,19.0,20.0,18.0,19.0,17.0,21.0,20.0,21.0,19.5,1.5043795713638368,-0.3536,8.63520604793376e-06,0.2869742859039497,0.00026411883397456896,0.0006584516978647353,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0011274,CG6794,Dorsal-related immunity factor,Dif,0.0,-4.3294,1.0,-3.6551,15.0,-1.8042,11.0,-1.0929,11.0,-0.4225,38.0,-5.6133,170.0,3.7334,82.0,1.179,55.0,1.5896,29.0,0.3774,41.0,0.8412,377.0,3.596,20.0,18.0,22.0,20.0,21.0,23.0,19.0,18.0,22.0,23.0,23.0,23.0,22.0,20.0,20.0,23.0,20.0,23.0,21.0,21.0,21.1,1.6827296120792619,0.7778,3.102814781527808e-06,0.28099549566612125,0.0005278449822728659,0.0007525162261311259,False,True,False,False,III,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0011300,CG8224,baboon,babo,59.0,-1.3706,80.0,0.863,36.0,0.1516,9.0,-0.4824,41.0,0.5687,225.0,0.5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024712850645161404,0.3213346107859691,0.0011337348900459794,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FBgn0011591,CG10580,fringe,fng,59.0,0.2553,64.0,0.5646,40.0,-0.6966,25.0,-0.1227,24.0,0.0596,212.0,0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8096684460905315e-05,0.30600765746446923,0.0015241853911401061,0.0007525162261311259,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0011642,CG32018,Zyxin,Zyx,145.0,3.144,105.0,1.8949,54.0,-0.0194,59.0,1.9639,15.0,-0.8346,378.0,5.7913,36.0,-1.7495,4.0,-1.2368,42.0,0.4312,37.0,0.7558,22.0,0.6987,141.0,-2.9583,19.0,22.0,19.0,22.0,20.0,20.0,21.0,22.0,18.0,20.0,18.0,22.0,19.0,22.0,20.0,21.0,20.0,20.0,20.0,18.0,20.15,1.3869694338832113,0.4059,2.2294752821782008e-05,0.2931315396967249,0.00033577637273464776,0.0008465807543975168,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0011648,CG12399,Mothers against dpp,Mad,0.0,-1.7265,145.0,3.1929,20.0,-1.6641,28.0,0.0614,36.0,1.2519,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019294202367206254,0.3407697951545301,0.0015571697645370005,0.0067726460351801325,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0
FBgn0011655,CG1775,Medea,Med,151.0,10.4155,73.0,-1.8871,55.0,3.0671,43.0,-0.5322,34.0,0.0263,356.0,2.9992,86.0,-1.7056,78.0,2.9441,41.0,8.2158,40.0,3.1272,19.0,-0.8724,264.0,2.9821,21.0,18.0,22.0,20.0,21.0,20.0,23.0,20.0,20.0,23.0,19.0,19.0,19.0,19.0,19.0,21.0,18.0,19.0,18.0,18.0,19.85,1.565247584249851,0.2906,0.00010313435092878086,0.2935231105064387,0.00031529301164144683,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FBgn0011692,CG1258,pavarotti,pav,0.0,-1.8048,0.0,-2.8554,0.0,-1.5853,0.0,-3.1595,0.0,-2.2274,0.0,-4.6335,0.0,-1.5952,1.0,-3.8078,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,1.0,-5.5842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,8.0,9.0,6.0,4.0,8.0,6.0,3.0,13.0,8.0,4.35,4.27076968288042,-8.4337,0.0011122414231349476,0.3506371652203412,0.005745431886799963,0.007054839619979306,True,False,True,False,VI,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0011739,CG12072,warts,wts,66.0,-1.9062,4.0,-8.4198,27.0,-0.0216,2.0,-4.4146,16.0,0.0995,115.0,-3.3591,153.0,1.5745,71.0,0.2004,47.0,0.9279,52.0,2.267,24.0,-1.0618,347.0,2.5855,20.0,19.0,19.0,20.0,20.0,19.0,17.0,19.0,18.0,17.0,22.0,17.0,17.0,21.0,17.0,21.0,21.0,18.0,25.0,20.0,19.35,2.0589982234597795,-0.6247,0.00026505929540919824,0.3247780116960081,0.0018336548493557132,0.0037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0011817,CG7892,nemo,nmo,138.0,5.3133,47.0,-0.0214,61.0,1.4151,30.0,1.3936,13.0,-1.7061,289.0,2.2003,108.0,0.3394,37.0,-1.1079,36.0,-0.2082,18.0,-0.4529,29.0,0.0,228.0,-0.6836,24.0,22.0,21.0,21.0,21.0,19.0,20.0,20.0,21.0,21.0,20.0,18.0,22.0,21.0,19.0,22.0,24.0,23.0,19.0,18.0,20.8,1.7350868323485935,0.7817,0.00028806865398922047,0.3159536855139854,0.0006964044960715245,0.00253974226319255,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0
